Gran Bretaña;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;3;3;2;2;2;2;2;3;1;1;1;1;1;3;2;2;2;2;2;2;3;1;1;1
3;1;1;1;3;3;2;2;2;2;3;1;1;1;1;1;3;2;2;2;2;2;3;1;1;1;3
2;3;1;1;1;3;3;2;2;2;3;1;1;1;1;1;3;2;2;2;2;3;1;1;1;3;3
2;2;3;1;1;1;3;3;2;2;3;1;1;1;1;1;3;2;2;2;3;1;1;1;3;3;2
2;2;2;3;1;1;1;3;3;2;3;1;1;1;1;1;3;2;2;3;1;1;1;3;3;2;2
2;2;2;2;3;1;1;1;3;3;3;1;1;1;1;1;3;2;3;1;1;1;3;3;2;2;2
3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3
2;2;2;3;3;1;1;1;3;3;3;1;1;1;1;1;3;3;3;1;1;1;3;2;2;2;2
2;2;3;3;1;1;1;3;2;2;3;1;1;1;1;1;3;2;3;3;1;1;1;3;2;2;2
2;3;3;1;1;1;3;2;2;2;3;1;1;1;1;1;3;2;2;3;3;1;1;1;3;2;2
3;3;1;1;1;3;2;2;2;2;3;1;1;1;1;1;3;2;2;2;3;3;1;1;1;3;2
3;1;1;1;3;2;2;2;2;2;3;1;1;1;1;1;3;2;2;2;2;3;3;1;1;1;3
1;1;1;3;2;2;2;2;2;2;3;1;1;1;1;1;3;2;2;2;2;2;3;3;1;1;1
Colombia;;;;;;;;;;;;;;;;;;;;;;;;;;
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Peru;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1
Polonia;;;;;;;;;;;;;;;;;;;;;;;;;;
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Indonesia;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
