Inglatera,1,Isabel II es la reina de:,Reino Unido,Francia,Colombia
Inglatera,2,El Big Ben es:,La campana,El reloj,La torre
Inglatera,3,El deporte fundado en Inglaterra es el:,Fútbol,Tenis,Baloncesto
Inglatera,4,¿Cuál es la bebida mas consumida en Reino Unido?,Te,Vino,Tequila
Inglatera,5,¿Cuál es la banda mas representativa de Reino Unido?,The Beatles,Rammstein,Def Leppard
Colombia,1,El ____ de Colombia es de los mas exportados en el mundo,Café,Tomate,Hierro
Colombia,2,¿Qué pais tiene costa en el océano Pacífico y Atlantico?,Colombia,Arabia,Jamaica
Colombia,3,La capital de Colombia es:,Bogotá,Medellín,Nariño
Colombia,4,Este país recibe su nombre del explorador Cristobal _____,Colón,Bonaparte,Segundo
Colombia,5,Existe una ley colombiana para escuchar su himno ___ vez(ces) al día,Dos,Ninguna,Tres
Perú,1,Uno de los lugares mas famosos de este pais es Machu Picchu,Perú,India,Argentina
Perú,2,La tribu ____ es la mas grande de Latinoamérica,Inca,Maya,Wayú
Perú,3,La bebida (alcoholica) mas famosa de Perú es el _____,Pisco,Aguardiente,Ron
Perú,4,La bandera de Cusco es igual a la LGBT+ ,FALSO,VERDADERO,-
Perú,5,Supuestos fenómenos extraterrestes son notables en las Líneas de _____,Nazca,Inti,Oyanteitambo
Polonia,1,La tribu Polanie da nombre al pais _______,Polonia,Suecia,Turquía
Polonia,2,Es el mayor exportador de ambar en el _____,Mundo,Hemisferio,Continente
Polonia,3,¿Polonia posee el castillo de ladrillo mas grande del mundo?,Si,No,-
Polonia,4,Es el pais mas _________ de Europa. Ordene las letras.,Religioso,Comerciante,Dominante
Polonia,5,El alfabeto polaco tiene __ letras.,32,31,33
Indonesia,1,El ______ de Komodo es originario de este pais.,Dragón,Pez,Mamut
Indonesia,2,La capital de Indonesia es:,Jakarta,Pekín,Madrid
Indonesia,3,La Rupia Indonesia es la ______ del país.,Moneda,Bandera,Lengua
Indonesia,4,Mónaco e Indonesia tienen la misma:,Bandera,Tribu,Escultura
Indonesia,5,Es hogar de una isla y tradición cazadora de:,Cabezas,Ballenas,Sirenas
Italia,1,¿Cuál es la fuente más famosa en Italia?,Fontana Di´Trevi,La Sagrada Familia,Coliseo Romano
Italia,2,El plato italiano más famoso es:,Pizza,Causa,Sancocho
Italia,3,El animal insignia de italia es:,Lobo,Gato,Grifo
Italia,4,Es el primer exportador de vino en:,Mundo,Continente,Hemisferio
Italia,5,Alessandro _____ fué el creador de la batería.,Volta,Magno,Primero
Nigeria,1,¿Es nigeria el corazón de la música africana?,No,Si,-
Nigeria,2,Es el pais con mayor cantidad de:,Mariposas,Gatos,Mujeres
Nigeria,3,¿Nigeria posee petróleo?,Si,No,-
Nigeria,4,La ciudad mas grande de Nigeria es:,Lagos,Cusco,Estocolmo
Nigeria,5,La capital de _______ es Abusa.,Nigeria,Arabia,Irak
Noruega,1,En Noruega existe un lugar donde es ilegal:,Morir,Reir,Respirar
Noruega,2,Suecia perteneció a _______ hasta 1905.,Noruega,España,Qatar
Noruega,3,Noruega posee el lago mas profundo de,Europa,Asia,América
Noruega,4,La capital noruega es:,Oslo,Yemén,Irán
Noruega,5,Noruega tiene el museo con el mejor barco _______ del mundo.,Vikingo,Pirata,Deportivo
Alemania,1,El personaje mas famoso de este pais es Adolf ______.,Hitler,Wattson,Riordan
Alemania,2,Alemania produce de las mejores cervezas del mundo.,VERDADERO,FALSO,-
Alemania,3,La banda alemana mas famosa es:,Rammstein,Ghost,Avenged Sevenfold
Alemania,4,El ___________ es celebrado en el décimo mes del año y debe seguir las leyes de pureza de la cerveza.,Oktoberfest,Skalloween,Hacktoberfest
Alemania,5,Es una fabrica alemana:,Stutz,NSU,Brabham
Rumania,1,De que pais sale la leyenda de dracula,Rumania,Pensilvania,Transilvania
Rumania,2,en base a que personaje se creo dracula,Vlad el Empalador,Jack el Destripador,Tim Bourton
Rumania,3,es enclave del segundo rio mas largo de europa, cual es?,Danubio,Amazonas,Nilo
Rumania,4,como se le considera a rumania?,Jardín Carpato,Puertas del sol,La esfera dorada
Rumania,5,por qué montes está rodeado el pais de rumania?,Carpato,Aconcagua,Everest
Escocia,1,De donde sale la leyenda del lago ness:,Escocia,Suecia,Noruega
Escocia,2,Quién inventó el teléfono?,Un escocés,Un ruso,Un inglés
Escocia,3,Cuál es el deporte más practicado en Escocia?,Golf,Fútbol,Tenis
Escocia,4,Cuál es el animal representativo de Escocia?,Unicornio,Águila,Perro
Escocia,5,Cuál es la cápital de Escocia?,Edimburgo,Lagos,Oslo
Cuba,1,Cuál país latinoamericano tuvo el primer ferrocarril?,Cuba,Chile,Argentina
Cuba,2,Habana es la capital de ____?,Cuba,Puerto Rico,Guatemala
Cuba,3,En cuál país no se vende CocaCola?,Cuba,Siria,Argentina
Cuba,4,Cuba es la ___ más grande del grupo de las Indias Occidentales:,Isla,Población,Costa
Cuba,5,El ______ es considerado el deporta nacional de cuba:,Béisbol,Baloncesto,Voleibol
Rusia,1,Cuál es el país que pertenece a dos continentes?,Rusia,India,Tailandia
Rusia,2,cuál es la bebida más famosa de Rusia?,Vodka,Soda,Té
Rusia,3,Rusia es el país más ____ del mundo:,Grande,Frío,Poblado
Rusia,4,los rusos fueron los primero en conquistar _______:,El espacio,América,Asia
Rusia,5,la comida típica de Rusia es el _______ :,Caviar,Pelmeni,Salmón
Isla de Pascua,1,cual es el idioma que se habla en la isla de pascua?,Rapanui,Maori,Español
Isla de Pascua,2,en cuál continente está ubicada la isla de  pascua?,Oceanía,Europa,Asia
Isla de Pascua,3,cual es la capital de la isla de pascua?,Hanga Roa,Guyana,Barbados
Isla de Pascua,4,las isla de pascua tambien es conocida como_____:,Rapa Nui,El ombligo del mundo,Isla Polinesa
Isla de Pascua,5,los ___ son las cosas que más atraen a los turistas:,Moais,Yetis,Glaciares
Sri Lanka,1,Sir Lanka es el país con más densidad de ________:,Elefantes,Monos,Leones
Sri Lanka,2,La religión que practican en SirLanka es _________:,Budismo,Catolicismo,Induismo
Sri Lanka,3,SirLanka es el mayor productor de ___:,Te,Trigo,Algodón
Sri Lanka,4,SirLanka es concido como____ :,Perla del oceano indico,Isla de rubies,Paraiso escondido
Sri Lanka,5,Sri Lanka fue el primer país del mundo en tener a una mujer ____:,Presidenta,Doctora,Pensionada
Corea del Norte,1,corea del norte está en:,Juche,Año,Decada
Corea del Norte,2,solo están permitidos __ cortes de cabello oficiales:,30,15,101
Corea del Norte,3,cuál es el nombre oficial de corea del norte?,RPDC,Songbun,Korea
Corea del Norte,4,que idioma usan en Corea del Norte?,Coreano,Mandarín,Tailandés
Corea del Norte,5,cual es la capital de corea del norte?,Pionyang,Seul,Kaesong
Líbano,1,en cuál continente está ubicado Líbano?,Asia,Africa,Oceania
Líbano,2,cual es la capital?,Beirut,Baalbek,Tiro
Líbano,3,cual es la religion más seguida?,Islam,Budismo,Ninguna
Líbano,4,es ____ más pequeño de oriente proximo:,El pais,La ciudad,La isla
Líbano,5,es el unico pais del mundo que habla ______ que no tiene dictador:,Arabe,Mandarin,Tailandés
Gambia,1,Gambia es conocida como la costa sonriente de _____:,Asia,Oceania,Africa
Gambia,2,es el pais más _____ de africa:,Africa,Oceanis,Asia
